raw_query,cleaned_query,topic,topic_label,topic_label_final
can you help me canceling the last order?,can you help me cancelling the last order?,6,Order Cancellation,Order Cancellation
can you help me canceling the order i made?,can you help me cancelling the order i made?,6,Order Cancellation,Order Cancellation
can you help me cancelling my order?,can you help me cancelling my order?,6,Order Cancellation,Order Cancellation
can you help me change my order?,can you help me change my order?,9,Order Modifications,Order Modifications
can you help me change the shipping address?,can you help me change the shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me changing my shipping address?,can you help me changing my shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me changing the shipping address?,can you help me changing the shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me check how long refunds take?,can you help me check how long refunds take?,15,Refunds Related Help,Refunds Related Help
can you help me check how long refunds usually take?,can you help me check how long refunds usually take?,15,Refunds Related Help,Refunds Related Help
can you help me check how long the delivery takes?,can you help me check how long the delivery takes?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me check how soon can i expect the delivery?,can you help me check how soon can i expect the delivery?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me check how soon can i expect the item?,can you help me check how soon can i expect the item?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me check if there is any updates on my refund?,can you help me check if there is any updates on my refund?,15,Refunds Related Help,Refunds Related Help
can you help me check if there is anything new on my refund?,can you help me check if there is anything new on my refund?,15,Refunds Related Help,Refunds Related Help
can you help me check in what cases can i ask for a refund?,can you help me check in what cases can i ask for a refund?,15,Refunds Related Help,Refunds Related Help
can you help me check in what cases can i ask for refunds?,can you help me check in what cases can i ask for refunds?,15,Refunds Related Help,Refunds Related Help
can you help me check my invoice?,can you help me check my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me check my order eta?,can you help me check my order eta?,2,Order Tracking,Order Tracking
can you help me check the cancellation fees?,can you help me check the cancellation fees?,13,Cancellation Fees,Cancellation Fees
can you help me check the invoice?,can you help me check the invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me check the invoices from 9 months ago?,can you help me check the invoices from 9 months ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me check the invoices from five purchases ago?,can you help me check the invoices from five purchases ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me check the options for delivery?,can you help me check the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
can you help me check the refund status?,can you help me check the refund status?,15,Refunds Related Help,Refunds Related Help
can you help me check the status of my order?,can you help me check the status of my order?,2,Order Tracking,Order Tracking
can you help me check the status of the refund?,can you help me check the status of the refund?,15,Refunds Related Help,Refunds Related Help
can you help me check what delivery options i can choose?,can you help me check what delivery options i can choose?,4,Checking Delivery Options,Checking Delivery Options
can you help me check what payment methods are available?,can you help me check what payment methods are available?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me check what payment methods you accept?,can you help me check what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me check your allowed payment methods?,can you help me check your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me checking how long refunds take?,can you help me checking how long refunds take?,15,Refunds Related Help,Refunds Related Help
can you help me checking how long refunds usually take?,can you help me checking how long refunds usually take?,15,Refunds Related Help,Refunds Related Help
can you help me checking how long the delivery takes?,can you help me checking how long the delivery takes?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me checking the cancellation fee?,can you help me checking the cancellation fee?,13,Cancellation Fees,Cancellation Fees
can you help me checking the cancellation fees?,can you help me checking the cancellation fees?,13,Cancellation Fees,Cancellation Fees
can you help me checking the delivery options?,can you help me checking the delivery options?,4,Checking Delivery Options,Checking Delivery Options
can you help me checking the invoices from my last purchase?,can you help me checking the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me checking the refund status?,can you help me checking the refund status?,15,Refunds Related Help,Refunds Related Help
can you help me checking the status of my order?,can you help me checking the status of my order?,2,Order Tracking,Order Tracking
can you help me checking the status of the refund?,can you help me checking the status of the refund?,15,Refunds Related Help,Refunds Related Help
can you help me checking the termination charge ?,can you help me checking the termination charge ?,13,Cancellation Fees,Cancellation Fees
can you help me checking the termination penalties?,can you help me checking the termination penalties?,13,Cancellation Fees,Cancellation Fees
can you help me checking what delivery options i can choose?,can you help me checking what delivery options i can choose?,4,Checking Delivery Options,Checking Delivery Options
can you help me checking what delivery options you offer?,can you help me checking what delivery options you offer?,4,Checking Delivery Options,Checking Delivery Options
can you help me checking what options for delivery i have?,can you help me checking what options for delivery i have?,4,Checking Delivery Options,Checking Delivery Options
can you help me checking what payment methods you accept?,can you help me checking what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me checking when my item is going to arrive?,can you help me checking when my item is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me checking when will my item arrive?,can you help me checking when will my item arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me checking your allowed payment methods?,can you help me checking your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me checking your money back policy?,can you help me checking your money back policy?,1,Refunds Related Help,Refunds Related Help
can you help me checking your refund policy?,can you help me checking your refund policy?,15,Refunds Related Help,Refunds Related Help
can you help me contact customer service?,can you help me contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you help me contacting an agent?,can you help me contacting an agent?,12,Contact Live Agent,Contact Live Agent
can you help me contacting customer service?,can you help me contacting customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you help me contacting someone?,can you help me contacting someone?,12,Contact Live Agent,Contact Live Agent
can you help me correcting the personal data?,can you help me correcting the personal data?,25,Edit Account Information,Edit Account Information
can you help me create an account?,can you help me create an account?,10,Account Creation Assistance,Account Creation Assistance
can you help me creating an account?,can you help me creating an account?,10,Account Creation Assistance,Account Creation Assistance
can you help me creating an online account for my mom?,can you help me creating an online account for my mom?,10,Account Creation Assistance,Account Creation Assistance
can you help me delete an account?,can you help me delete an account?,5,Account Termination Requests,Account Termination Requests
can you help me delete my account?,can you help me delete my account?,5,Account Termination Requests,Account Termination Requests
can you help me delete the account?,can you help me delete the account?,5,Account Termination Requests,Account Termination Requests
can you help me deleting an account?,can you help me deleting an account?,5,Account Termination Requests,Account Termination Requests
can you help me deleting my account?,can you help me deleting my account?,5,Account Termination Requests,Account Termination Requests
can you help me deleting the account?,can you help me deleting the account?,5,Account Termination Requests,Account Termination Requests
can you help me edit my account?,can you help me edit my account?,25,Edit Account Information,Edit Account Information
can you help me editing my account?,can you help me editing my account?,25,Edit Account Information,Edit Account Information
can you help me editing my personal information?,can you help me editing my personal information?,25,Edit Account Information,Edit Account Information
can you help me editing the information on my account?,can you help me editing the information on my account?,25,Edit Account Information,Edit Account Information
can you help me file a complaint against your business?,can you help me file a complaint against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me file a customer claim?,can you help me file a customer claim?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me filing a complaint against your business?,can you help me filing a complaint against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me filing a complaint?,can you help me filing a complaint?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me finding my invoice?,can you help me finding my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me finding the invoice from 10 purchases ago?,can you help me finding the invoice from 10 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me finding the invoice?,can you help me finding the invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me finding the invoices from july?,can you help me finding the invoices from july?,11,Invoice Retrieval,Invoice Retrieval
can you help me finding the invoices from my last purchase?,can you help me finding the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me get a refund of money?,can you help me get a refund of money?,1,Refunds Related Help,Refunds Related Help
can you help me get a refund?,can you help me get a refund?,1,Refunds Related Help,Refunds Related Help
can you help me get my invoice?,can you help me get my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me get my invoices?,can you help me get my invoices?,24,Invoice Retrieval,Invoice Retrieval
can you help me get refunds of money?,can you help me get refunds of money?,1,Refunds Related Help,Refunds Related Help
can you help me get refunds?,can you help me get refunds?,1,Refunds Related Help,Refunds Related Help
can you help me get the invoice from last month?,can you help me get the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoice from my last purchase?,can you help me get the invoice from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices from 3 purchases ago?,can you help me get the invoices from 3 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices from four months ago?,can you help me get the invoices from four months ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices from last month?,can you help me get the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices from my last purchase?,can you help me get the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices from october?,can you help me get the invoices from october?,11,Invoice Retrieval,Invoice Retrieval
can you help me get the invoices?,can you help me get the invoices?,24,Invoice Retrieval,Invoice Retrieval
can you help me getting a refund of money?,can you help me getting a refund of money?,1,Refunds Related Help,Refunds Related Help
can you help me getting my invoice?,can you help me getting my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me getting my invoices?,can you help me getting my invoices?,24,Invoice Retrieval,Invoice Retrieval
can you help me getting my money back?,can you help me getting my money back?,1,Refunds Related Help,Refunds Related Help
can you help me getting refunds of money?,can you help me getting refunds of money?,1,Refunds Related Help,Refunds Related Help
can you help me getting the invoice from eleven months ago?,can you help me getting the invoice from eleven months ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me getting the invoice from my last purchase?,can you help me getting the invoice from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me getting the invoices from 7 months ago?,can you help me getting the invoices from 7 months ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me getting the invoices from 9 purchases ago?,can you help me getting the invoices from 9 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me getting the invoices from my last purchase?,can you help me getting the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me leave a review for a service?,can you help me leave a review for a service?,23,Leaving a Review,Leaving a Review
can you help me leave a review for your company?,can you help me leave a review for your company?,23,Leaving a Review,Leaving a Review
can you help me leave a review?,can you help me leave a review?,23,Leaving a Review,Leaving a Review
can you help me leaving a review for a service?,can you help me leaving a review for a service?,23,Leaving a Review,Leaving a Review
can you help me leaving a review for your company?,can you help me leaving a review for your company?,23,Leaving a Review,Leaving a Review
can you help me leaving a review?,can you help me leaving a review?,23,Leaving a Review,Leaving a Review
can you help me lodge a complaint ?,can you help me lodge a complaint ?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me making a purchase?,can you help me making a purchase?,21,Buying Assistance,Buying Assistance
can you help me modifying the data on my profile?,can you help me modifying the data on my profile?,25,Edit Account Information,Edit Account Information
can you help me open a new online account for my husband?,can you help me open a new online account for my husband?,10,Account Creation Assistance,Account Creation Assistance
can you help me receiving the newsletter?,can you help me receiving the newsletter?,18,Newsletter Management,Newsletter Management
can you help me recover my password?,can you help me recover my password?,16,Password Recovery,Password Recovery
can you help me recover the key of my account?,can you help me recover the key of my account?,16,Password Recovery,Password Recovery
can you help me recovering my password?,can you help me recovering my password?,16,Password Recovery,Password Recovery
can you help me registering?,can you help me registering?,19,Registration Help & Issues,Registration Help & Issues
can you help me remove something from an order?,can you help me remove something from an order?,6,Order Cancellation,Order Modifications
can you help me remove something?,can you help me remove something?,5,Account Termination Requests,Order Modifications
can you help me removing several items?,can you help me removing several items?,5,Account Termination Requests,Account Termination Requests
can you help me removing something?,can you help me removing something?,5,Account Termination Requests,Account Termination Requests
can you help me report a registration issue?,can you help me report a registration issue?,19,Registration Help & Issues,Registration Help & Issues
can you help me report an issue with payments?,can you help me report an issue with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me report issues with payment?,can you help me report issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me report issues with payments?,can you help me report issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me report registration issues?,can you help me report registration issues?,19,Registration Help & Issues,Registration Help & Issues
can you help me reporting a registration issue?,can you help me reporting a registration issue?,19,Registration Help & Issues,Registration Help & Issues
can you help me reporting issues with payments?,can you help me reporting issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me reporting payment issues?,can you help me reporting payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me reporting registration issues?,can you help me reporting registration issues?,19,Registration Help & Issues,Registration Help & Issues
can you help me reset the pass of my account?,can you help me reset the pass of my account?,14,Switching Accounts,Switching Accounts
can you help me resetting my pin code?,can you help me resetting my pin code?,16,Password Recovery,Password Recovery
can you help me set a different shipping address up?,can you help me set a different shipping address up?,0,Change Delivery Address,Change Delivery Address
can you help me set a new shipping address up?,can you help me set a new shipping address up?,0,Change Delivery Address,Change Delivery Address
can you help me set another shipping address up?,can you help me set another shipping address up?,0,Change Delivery Address,Change Delivery Address
can you help me set up a new shipping address?,can you help me set up a new shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me set up another shipping address?,can you help me set up another shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me setting another shipping address up?,can you help me setting another shipping address up?,0,Change Delivery Address,Change Delivery Address
can you help me setting up a new shipping address?,can you help me setting up a new shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me setting up another shipping address?,can you help me setting up another shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me sign up my son?,can you help me sign up my son?,10,Account Creation Assistance,Account Creation Assistance
can you help me sign up to your newsletter?,can you help me sign up to your newsletter?,18,Newsletter Management,Newsletter Management
can you help me solve payment issues?,can you help me solve payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me solving a payment issue?,can you help me solving a payment issue?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me solving an issue with payments?,can you help me solving an issue with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me solving issues with payment?,can you help me solving issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me solving issues with payments?,can you help me solving issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me speak with an agent?,can you help me speak with an agent?,12,Contact Live Agent,Contact Live Agent
can you help me speaking with an agent?,can you help me speaking with an agent?,12,Contact Live Agent,Contact Live Agent
can you help me submit some feedback for your services?,can you help me submit some feedback for your services?,20,Customer - Claim/Complaint,Leaving a Review
can you help me submit some feedback?,can you help me submit some feedback?,20,Customer - Claim/Complaint,Leaving a Review
can you help me submitting some feedback for your company?,can you help me submitting some feedback for your company?,20,Customer - Claim/Complaint,Leaving a Review
can you help me submitting some feedback for your services?,can you help me submitting some feedback for your services?,20,Customer - Claim/Complaint,Leaving a Review
can you help me submitting some feedback?,can you help me submitting some feedback?,20,Customer - Claim/Complaint,Leaving a Review
can you help me subscribe to your company newsletter?,can you help me subscribe to your company newsletter?,18,Newsletter Management,Newsletter Management
can you help me switch to another account?,can you help me switch to another account?,14,Switching Accounts,Switching Accounts
can you help me switch user?,can you help me switch user?,14,Switching Accounts,Switching Accounts
can you help me switching to another account?,can you help me switching to another account?,14,Switching Accounts,Switching Accounts
can you help me switching to my new user account?,can you help me switching to my new user account?,14,Switching Accounts,Switching Accounts
can you help me switching user?,can you help me switching user?,14,Switching Accounts,Switching Accounts
can you help me take a quick look at my invoice?,can you help me take a quick look at my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me taking a quick look at my invoice?,can you help me taking a quick look at my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you help me taking a quick look at my invoices?,can you help me taking a quick look at my invoices?,24,Invoice Retrieval,Invoice Retrieval
can you help me talk to an agent?,can you help me talk to an agent?,12,Contact Live Agent,Contact Live Agent
can you help me talking to an agent?,can you help me talking to an agent?,12,Contact Live Agent,Contact Live Agent
can you help me talking with customer assistance?,can you help me talking with customer assistance?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you help me to add some items?,can you help me to add some items?,9,Order Modifications,Order Modifications
can you help me to add something to an order?,can you help me to add something to an order?,9,Order Modifications,Order Modifications
can you help me to buy a few of your item?,can you help me to buy a few of your item?,21,Buying Assistance,Buying Assistance
can you help me to buy an item?,can you help me to buy an item?,21,Buying Assistance,Buying Assistance
can you help me to buy some of your item?,can you help me to buy some of your item?,21,Buying Assistance,Buying Assistance
can you help me to cancel my order?,can you help me to cancel my order?,6,Order Cancellation,Order Cancellation
can you help me to cancel the last order i have made?,can you help me to cancel the last order i have made?,6,Order Cancellation,Order Cancellation
can you help me to change an order i have made?,can you help me to change an order i have made?,9,Order Modifications,Order Modifications
can you help me to change my last order?,can you help me to change my last order?,9,Order Modifications,Order Modifications
can you help me to change my shipping address?,can you help me to change my shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me to change the last order i made?,can you help me to change the last order i made?,9,Order Modifications,Order Modifications
can you help me to change the shipping address?,can you help me to change the shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me to change the user information?,can you help me to change the user information?,25,Edit Account Information,Edit Account Information
can you help me to check how long refunds take?,can you help me to check how long refunds take?,15,Refunds Related Help,Refunds Related Help
can you help me to check how soon can i expect the delivery?,can you help me to check how soon can i expect the delivery?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me to check how soon can i expect the item?,can you help me to check how soon can i expect the item?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me to check my order eta?,can you help me to check my order eta?,2,Order Tracking,Order Tracking
can you help me to check my refund status?,can you help me to check my refund status?,15,Refunds Related Help,Refunds Related Help
can you help me to check the cancellation fee?,can you help me to check the cancellation fee?,13,Cancellation Fees,Cancellation Fees
can you help me to check the cancellation fees?,can you help me to check the cancellation fees?,13,Cancellation Fees,Cancellation Fees
can you help me to check the invoice from 11 months ago?,can you help me to check the invoice from 11 months ago?,11,Invoice Retrieval,Invoice Retrieval
can you help me to check the invoice from april?,can you help me to check the invoice from april?,11,Invoice Retrieval,Invoice Retrieval
can you help me to check the invoices from last month?,can you help me to check the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
can you help me to check the options for delivery?,can you help me to check the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
can you help me to check the refund status?,can you help me to check the refund status?,15,Refunds Related Help,Refunds Related Help
can you help me to check the status of my refund?,can you help me to check the status of my refund?,15,Refunds Related Help,Refunds Related Help
can you help me to check the status of the refund?,can you help me to check the status of the refund?,15,Refunds Related Help,Refunds Related Help
can you help me to check what delivery options i can choose?,can you help me to check what delivery options i can choose?,4,Checking Delivery Options,Checking Delivery Options
can you help me to check what options for delivery i have?,can you help me to check what options for delivery i have?,4,Checking Delivery Options,Checking Delivery Options
can you help me to check what payment methods are available?,can you help me to check what payment methods are available?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me to check what payment methods you accept?,can you help me to check what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me to check when my item is going to arrive?,can you help me to check when my item is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you help me to check your allowed payment methods?,can you help me to check your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
can you help me to check your money back policy?,can you help me to check your money back policy?,1,Refunds Related Help,Refunds Related Help
can you help me to contact an agent?,can you help me to contact an agent?,12,Contact Live Agent,Contact Live Agent
can you help me to contact customer service?,can you help me to contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you help me to correct the delivery address?,can you help me to correct the delivery address?,0,Change Delivery Address,Change Delivery Address
can you help me to create an account?,can you help me to create an account?,10,Account Creation Assistance,Account Creation Assistance
can you help me to delete an account?,can you help me to delete an account?,5,Account Termination Requests,Account Termination Requests
can you help me to delete my account?,can you help me to delete my account?,5,Account Termination Requests,Account Termination Requests
can you help me to edit my account?,can you help me to edit my account?,25,Edit Account Information,Edit Account Information
can you help me to edit my personal information?,can you help me to edit my personal information?,25,Edit Account Information,Edit Account Information
can you help me to edit the information on my account?,can you help me to edit the information on my account?,25,Edit Account Information,Edit Account Information
can you help me to file a complaint against your business?,can you help me to file a complaint against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me to file a complaint?,can you help me to file a complaint?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me to get a refund of money?,can you help me to get a refund of money?,1,Refunds Related Help,Refunds Related Help
can you help me to get my money back?,can you help me to get my money back?,1,Refunds Related Help,Refunds Related Help
can you help me to get refunds?,can you help me to get refunds?,1,Refunds Related Help,Refunds Related Help
can you help me to get the invoice from last month?,can you help me to get the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
can you help me to get the invoice from my last purchase?,can you help me to get the invoice from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you help me to get the invoices from december?,can you help me to get the invoices from december?,11,Invoice Retrieval,Invoice Retrieval
can you help me to get the invoices from last month?,can you help me to get the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
can you help me to inform of a sign-up problem?,can you help me to inform of a sign-up problem?,19,Registration Help & Issues,Registration Help & Issues
can you help me to leave a review for your company?,can you help me to leave a review for your company?,23,Leaving a Review,Leaving a Review
can you help me to leave a review?,can you help me to leave a review?,23,Leaving a Review,Leaving a Review
can you help me to lodge a lcaim against your business?,can you help me to lodge a claim against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
can you help me to recover my password?,can you help me to recover my password?,16,Password Recovery,Password Recovery
can you help me to register?,can you help me to register?,19,Registration Help & Issues,Registration Help & Issues
can you help me to remove an item?,can you help me to remove an item?,5,Account Termination Requests,Order Modifications
can you help me to remove several items?,can you help me to remove several items?,5,Account Termination Requests,Order Modifications
can you help me to remove something?,can you help me to remove something?,5,Account Termination Requests,Order Modifications
can you help me to report a payment issue?,can you help me to report a payment issue?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to report issues with payment?,can you help me to report issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to report payment issues?,can you help me to report payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to report registration issues?,can you help me to report registration issues?,19,Registration Help & Issues,Registration Help & Issues
can you help me to see the early termination charge?,can you help me to see the early termination charge?,13,Cancellation Fees,Cancellation Fees
can you help me to set up a different shipping address?,can you help me to set up a different shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me to set up a new shipping address?,can you help me to set up a new shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me to set up another shipping address?,can you help me to set up another shipping address?,0,Change Delivery Address,Change Delivery Address
can you help me to sign up to your company newsletter?,can you help me to sign up to your company newsletter?,18,Newsletter Management,Newsletter Management
can you help me to solve a payment issue?,can you help me to solve a payment issue?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to solve an issue with payment?,can you help me to solve an issue with payment?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to solve an issue with payments?,can you help me to solve an issue with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to solve issues with payments?,can you help me to solve issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to solve payment issues?,can you help me to solve payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
can you help me to speak with someone?,can you help me to speak with someone?,12,Contact Live Agent,Contact Live Agent
can you help me to submit some feedback for your company?,can you help me to submit some feedback for your company?,20,Customer - Claim/Complaint,Leaving a Review
can you help me to submit some feedback for your services?,can you help me to submit some feedback for your services?,20,Customer - Claim/Complaint,Leaving a Review
can you help me to submit some feedback?,can you help me to submit some feedback?,20,Customer - Claim/Complaint,Leaving a Review
can you help me to subscribe to your company newsletter?,can you help me to subscribe to your company newsletter?,18,Newsletter Management,Newsletter Management
can you help me to switch to another user account?,can you help me to switch to another user account?,14,Switching Accounts,Switching Accounts
can you help me to switch user?,can you help me to switch user?,14,Switching Accounts,Switching Accounts
can you help me to talk to a live agent?,can you help me to talk to a live agent?,12,Contact Live Agent,Contact Live Agent
can you help me to track an order?,can you help me to track an order?,2,Order Tracking,Order Tracking
can you help me to track my last order?,can you help me to track my last order?,2,Order Tracking,Order Tracking
can you help me to track my order?,can you help me to track my order?,2,Order Tracking,Order Tracking
can you help me to unsubscribe from the newsletter?,can you help me to unsubscribe from the newsletter?,18,Newsletter Management,Newsletter Management
can you help me track my last order?,can you help me track my last order?,2,Order Tracking,Order Tracking
can you help me track the last order?,can you help me track the last order?,2,Order Tracking,Order Tracking
can you help me tracking my last order?,can you help me tracking my last order?,2,Order Tracking,Order Tracking
can you help me tracking my order?,can you help me tracking my order?,2,Order Tracking,Order Tracking
can you help me tracking the last order?,can you help me tracking the last order?,2,Order Tracking,Order Tracking
can you help me unsubscribe from your corporate newsletter?,can you help me unsubscribe from your corporate newsletter?,18,Newsletter Management,Newsletter Management
can you help me unsubscribing from the newsletter?,can you help me unsubscribing from the newsletter?,18,Newsletter Management,Newsletter Management
can you help me update the info on my profile?,can you help me update the information on my profile?,25,Edit Account Information,Edit Account Information
can you help me updating the personal data?,can you help me updating the personal data?,25,Edit Account Information,Edit Account Information
can you help me use another account?,can you help me use another account?,14,Switching Accounts,Switching Accounts
can you help me using another account?,can you help me using another account?,14,Switching Accounts,Switching Accounts
can you send me my invoice?,can you send me my invoice?,24,Invoice Retrieval,Invoice Retrieval
can you send me my invoices?,can you send me my invoices?,24,Invoice Retrieval,Invoice Retrieval
can you send me the invoice from last month?,can you send me the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
can you send me the invoices from last month?,can you send me the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
can you send me the invoices from my last purchase?,can you send me the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
can you show me at what time customer service available is?,can you show me at what time customer service available is?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you show me how long refunds take?,can you show me how long refunds take?,15,Refunds Related Help,Refunds Related Help
can you show me how soon can i expect the delivery?,can you show me how soon can i expect the delivery?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you show me how soon can i expect the item?,can you show me how soon can i expect the item?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you show me in what cases can i ask for a refund?,can you show me in what cases can i ask for a refund?,15,Refunds Related Help,Refunds Related Help
can you show me in what cases can i ask for my money back?,can you show me in what cases can i ask for my money back?,1,Refunds Related Help,Refunds Related Help
can you show me in what cases can i ask to be refunded?,can you show me in what cases can i ask to be refunded?,15,Refunds Related Help,Refunds Related Help
can you show me my invoices?,can you show me my invoices?,24,Invoice Retrieval,Invoice Retrieval
can you show me my order eta?,can you show me my order eta?,2,Order Tracking,Order Tracking
can you show me my refund status?,can you show me my refund status?,15,Refunds Related Help,Refunds Related Help
can you show me the cancellation fee?,can you show me the cancellation fee?,13,Cancellation Fees,Cancellation Fees
can you show me the cancellation fees?,can you show me the cancellation fees?,13,Cancellation Fees,Cancellation Fees
can you show me the options for delivery?,can you show me the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
can you show me the refund status?,can you show me the refund status?,15,Refunds Related Help,Refunds Related Help
can you show me the status of my refund?,can you show me the status of my refund?,15,Refunds Related Help,Refunds Related Help
can you show me the status of the refund?,can you show me the status of the refund?,15,Refunds Related Help,Refunds Related Help
can you show me the termination penalty?,can you show me the termination penalty?,13,Cancellation Fees,Cancellation Fees
can you show me what delivery options you offer?,can you show me what delivery options you offer?,4,Checking Delivery Options,Checking Delivery Options
can you show me what hours customer service available is?,can you show me what hours customer service available is?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you show me what hours i can contact customer service?,can you show me what hours i can contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you show me what options for delivery i can choose?,can you show me what options for delivery i can choose?,4,Checking Delivery Options,Checking Delivery Options
can you show me what options for delivery i have?,can you show me what options for delivery i have?,4,Checking Delivery Options,Checking Delivery Options
can you show me what payment methods are available?,can you show me what payment methods are available?,7,Accepted Payment Methods,Accepted Payment Methods
